student_id,19/20_1,19/20_2,20/21_1,20/21_2,21/22_1,21/22_2,22/23_1,22/23_2,23/24_1,23/24_2,24/25_1,24/25_2
63210306,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63279', '63208']","['63278', '63212']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63226', '63249', '63214']","['63774', '63250', '63252']"
63210314,[],[],[],[],"['63204', '63277']","['63212', '63278']",,"['63278', '63212']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63226', '63249', '63214']","['63220', '63252']"
63210325,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63266', '63267', '63214']",['63251'],"['63506', '63554', '63514', '63519', '63520', '63506A']","['63545B', '63552', '63555', '63510']"
63210336,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63266', '63267', '63283', '63214']",['63251'],['63267'],
63210356,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63266', '63267', '63214']",['63251'],"['63214', '63267']",
63210371,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']",['63255'],,,
63210376,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']",['63266'],"['63220', '63251']",,
63210400,[],[],[],[],"['63204', '63277']","['63212', '63278']",['63204'],,"['63208', '63277']",['63278'],"['63208', '63277']",['63278']
63210422,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63267', '63214', '63266', '63283']",['63251'],,
63210430,[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,,,
63210447,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63277']",['63278'],"['63283', '63277', '63208', '63279']","['63209', '63280', '63220']","['63226', '63249', '63283', '63214']",['63252']
63210448,[],[],[],[],"['63204', '63277']","['63212', '63278']",,,,,,
63210459,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63220', '63209']","['63266', '63267', '63214']",['63251'],"['63507', '63520']","['63508', '63557']"
63210470,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63277', '63283']",['63278'],,"['63280', '63209', '63220']","['63226', '63249', '63214']",['63252']
63210472,[],[],[],[],"['63204', '63277']","['63212', '63278']",,,,,,
63210519,[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63280', '63220', '63209']","['63266', '63267', '63214']",['63251'],,
63220003,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,"['63204', '63277', '63203', '63202', '63205']","['63209', '63212', '63215', '63278', '63207']"
63220007,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63203', '63205', '63283', '63204', '63277', '63202']","['63216', '63217']","['63218', '63208', '63213', '63279', '63283']","['63220', '63278']"
63220015,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,['63278'],"['63279', '63208', '63283']","['63280', '63220', '63209']"
63220027,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63266', '63267', '63214']",['63251']
63220035,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",['63283'],,"['63208', '63279', '63283']","['63280', '63220', '63209']"
63220078,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63254', '63264', '63214']","['63263', '63774', '63265']"
63220091,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63266', '63261', '63267', '63214']",['63251']
63220099,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63266', '63267', '63214']","['63251', '63268']"
63220106,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63254', '63269', '63264', '63214']","['63263', '63265']"
63220112,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63266', '63267', '63214']","['63251', '63287', '63268']"
63220113,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63266', '63269', '63267', '63214']",['63251']
63220122,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63278', '63220']","['63266', '63267', '63214', '63255']","['63271', '63251']"
63220133,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63266', '63267', '63214']",['63251']
63220147,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63266', '63267', '63214']",['63251']
63220162,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63266', '63261', '63267', '63214']","['63263', '63251']"
63220168,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63226', '63266', '63267', '63214', '63255']",['63251']
63220169,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220', '63278']",,
63220170,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63266', '63267', '63214']","['63251', '63268']"
63220171,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63702', '63703', '63704', '63701', '63705']",,"['63705', '63716', '63717', '63713', '63711', '63718']","['63729', '63722', '63723', '63728', '63744']"
63220189,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63266', '63267', '63214']",['63251']
63220204,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63702', '63703', '63704', '63701', '63705']","['63709', '63708', '63707', '63710', '63706']","['63719', '63720', '63775', '63711', '63715']","['63765', '63774', '63723', '63726', '63709']"
63220234,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63266', '63261', '63267', '63214']",['63251']
63220247,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63254', '63266', '63267', '63214']","['63287', '63251']"
63220248,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",['63279'],"['63280', '63278']",,"['63220', '63209', '63280']"
63220273,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",['63204'],['63278'],,
63220279,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63208', '63283']",['63220'],"['63208', '63279', '63283']","['63280', '63220', '63209']"
63220283,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63254', '63264', '63214']","['63263', '63265']"
63220309,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63266', '63267', '63214']","['63251', '63268']"
63220311,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63737', '63254', '63264', '63214', '63255']",['63263']
63220313,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,
63220327,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63257', '63775', '63261', '63214']","['63259', '63258']"
63220333,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63203', '63205', '63204', '63202', '63277']","['63209', '63207', '63212', '63215', '63278']","['63283', '63218', '63213', '63279', '63208', '63738']","['63280', '63207', '63216', '63217', '63278']"
63220340,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63280', '63209', '63220']","['63261', '63266', '63267', '63214']","['63265', '63251']"
63220348,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,
63220370,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63203', '63202', '63205', '63204', '63277']","['63209', '63207', '63215', '63278', '63212']",['63205'],"['63220', '63216', '63280', '63278']"
63220375,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,
63220441,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']","['63283', '63208', '63279']","['63209', '63280', '63220']","['63266', '63267', '63214']",['63251']
63220448,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,
63220505,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,
63220506,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,
63220507,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,
63220514,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,
63220515,[],[],[],[],[],[],"['63277', '63204']","['63212', '63278']",,,,
63230011,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']",,
63230021,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']"
63230022,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209', '63278']"
63230035,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']"
63230036,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209', '63278']"
63230046,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']"
63230061,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']"
63230069,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']"
63230086,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']"
63230089,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']"
63230092,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']"
63230098,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']",,
63230114,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']",['63277'],['63278']
63230118,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']",,
63230119,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63280', '63220', '63209']"
63230122,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63279', '63208', '63283']","['63220', '63209', '63280']"
63230126,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']"
63230130,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']"
63230148,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']"
63230156,[],[],[],[],[],[],[],[],"['63204', '63277']","['63212', '63278']","['63208', '63279', '63283']","['63220', '63209', '63280']"
