student_id,19/20_1,19/20_2,20/21_1,20/21_2,21/22_1,21/22_2,22/23_1,22/23_2,23/24_1,23/24_2,24/25_1,24/25_2
63230506,[],[],[],[],[],[],[],[],"['63279', '63711', '63718', '63203', '63705', '63248', '63712', '63249', '63205', '63715', '63286', '63266', '63749B', '63283', '63716', '63528', '63506', '63704', '63270', '63564', '63742', '63741', '63218', '63204', '63202', '63208', '63214', '63261', '63254', '63737', '63277', '63702', '63776', '63703', '63719', '63269', '63739', '', '63558', '63554', '63226', '63720', '63267', '63520', '63701', '63213', '63803', '63738', '63545C', '63563', '63260', '63507', '63521', '63714', '63527', '63550', '63506A', '63512', '63514', '63768', 'ALUO', '63523', '63264', '63255', '63519', '63740', '63732', '63542', '63775', '63802', '63735', '63257', '63717', '63713', '63502', '63736', 'leto plus', '63562', '63767A', '63289', '63773', '63834', '63734', '63541', '63565', 'FKKT']","['63546H', '63508', '63280', '63723', '63263', '63545B', '63557', '63212', '63259', '63530', '63744', '63770', '63561', '63207', '63219', '63288', '63552', '63555DJ', '63217', '63709', '63215', '63710', '63707', '63765', '63772', '63265', '63722', '63220', '63278', '63706', '63287', 'ALUO', '63209', '63708', '63509', '63727', '63216', '63510', '63721', '63251', '63560', '63262', '64318', '63536', '63553', '63522', '63555', '63250', '63271', '63221', '63725', '63268', '63515', '63566', '63256', '63501', '63728', '63511', '63551', '63258', '63253', '63726', '63252', '63724', '63443', '63543', '', '63281', '63532', 'FMF', '63774', '63546J', '63567', '63729']","['63279', '63711', '63563', '63779', '63260', '63705', '63712', '63205', '63507', '63714', '63266', 'Veliki jezikovni modeli s perspektive strojnega učenja', '63283', '63550', '63716', '63528', '63506A', '63506', '63704', '63734', '63270', '63514', '63218', '63204', '63202', '63208', '63214', '63768', '63261', '63737', '63277', '63702I', '63702', '63703', '63719', '63269', '63523', '63739', '63736', '63554', '63255', '63562', '63767', '63740', '63732', '63226', '63720', '63267', '63565', '63289', '63773', '63775', '63213', '63203', '63249', '63715', '63521', '63527', '63257', '63512', '63742', '63741', '63717', 'FKKT', '63713', '63254', '63541', '63558', '63519', '63542', '63520', '63701', '63780', '63718', '63248', '63545C', '63564', '63444', '63502', '63776', '63264', '63738', '63735', '', '63803', '63749B', 'ALUO', '63802']","['63280', '63263', '63545B', '63557', '63212', '63259', '63511', '63561', '63207', '63288', '63729', '63552', '63522', '63555', '63217', '63709', '63215', '63710', '63707', '63765', '63722', '63220', '63726', '63278', '63706', '63287', 'ALUO', '63209', '63708', '63221', '63509', 'FMF', '63725', '63268', '0643461', '63727', '63566', '63216', '63510', '63721', '63443', '63774', '63543', '63262', '63508', '63723', '63770', '63569', '63551', '63818A', '63258', '63219', '63553', '63250', '63271', '63772', '63265', '63252', '63256', '63724', '63251', '63728', '63530', '63744', '63532', '63253', '', '63515', '63560', '63546J', '63835B', '63567', '63555DJ', '63546H', '63766B', '63546I', '63281', '63536', '63501']"
63230507,[],[],[],[],[],[],[],[],['63834'],[],[],[]
63230508,[],[],[],[],[],[],[],[],"['63279', '63711', '63718', '63203', '63705', '63248', '63712', '63249', '63205', '63715', '63286', '63266', '63749B', '63283', '63716', '63528', '63506', '63704', '63270', '63564', '63742', '63741', '63218', '63204', '63202', '63208', '63214', '63261', '63254', '63737', '63277', '63702', '63776', '63703', '63719', '63269', '63739', '', '63558', '63554', '63226', '63720', '63267', '63520', '63701', '63213', '63803', '63738', '63545C', '63563', '63260', '63507', '63521', '63714', '63527', '63550', '63506A', '63512', '63514', '63768', 'ALUO', '63523', '63264', '63255', '63519', '63740', '63732', '63542', '63775', '63802', '63735', '63257', '63717', '63713', '63502', '63736', 'leto plus', '63562', '63767A', '63289', '63773', '63834', '63734', '63541', '63565', 'FKKT']","['63546H', '63508', '63280', '63723', '63263', '63545B', '63557', '63212', '63259', '63530', '63744', '63770', '63561', '63207', '63219', '63288', '63552', '63555DJ', '63217', '63709', '63215', '63710', '63707', '63765', '63772', '63265', '63722', '63220', '63278', '63706', '63287', 'ALUO', '63209', '63708', '63509', '63727', '63216', '63510', '63721', '63251', '63560', '63262', '64318', '63536', '63553', '63522', '63555', '63250', '63271', '63221', '63725', '63268', '63515', '63566', '63256', '63501', '63728', '63511', '63551', '63258', '63253', '63726', '63252', '63724', '63443', '63543', '', '63281', '63532', 'FMF', '63774', '63546J', '63567', '63729']","['63279', '63711', '63563', '63779', '63260', '63705', '63712', '63205', '63507', '63714', '63266', 'Veliki jezikovni modeli s perspektive strojnega učenja', '63283', '63550', '63716', '63528', '63506A', '63506', '63704', '63734', '63270', '63514', '63218', '63204', '63202', '63208', '63214', '63768', '63261', '63737', '63277', '63702I', '63702', '63703', '63719', '63269', '63523', '63739', '63736', '63554', '63255', '63562', '63767', '63740', '63732', '63226', '63720', '63267', '63565', '63289', '63773', '63775', '63213', '63203', '63249', '63715', '63521', '63527', '63257', '63512', '63742', '63741', '63717', 'FKKT', '63713', '63254', '63541', '63558', '63519', '63542', '63520', '63701', '63780', '63718', '63248', '63545C', '63564', '63444', '63502', '63776', '63264', '63738', '63735', '', '63803', '63749B', 'ALUO', '63802']","['63280', '63263', '63545B', '63557', '63212', '63259', '63511', '63561', '63207', '63288', '63729', '63552', '63522', '63555', '63217', '63709', '63215', '63710', '63707', '63765', '63722', '63220', '63726', '63278', '63706', '63287', 'ALUO', '63209', '63708', '63221', '63509', 'FMF', '63725', '63268', '0643461', '63727', '63566', '63216', '63510', '63721', '63443', '63774', '63543', '63262', '63508', '63723', '63770', '63569', '63551', '63818A', '63258', '63219', '63553', '63250', '63271', '63772', '63265', '63252', '63256', '63724', '63251', '63728', '63530', '63744', '63532', '63253', '', '63515', '63560', '63546J', '63835B', '63567', '63555DJ', '63546H', '63766B', '63546I', '63281', '63536', '63501']"
63230509,[],[],[],[],[],[],[],[],"['63203', '63277', '63204']","['63215', '63212']",[],[]
63230510,[],[],[],[],[],[],[],[],"['63715', '63704', '63711', '63714', '63705']","['63721', '63723', '63706', '63725', '63710', '63726']",[],[]
63230511,[],[],[],[],[],[],[],[],"['63704', '63720', '63705', '63711']","['63727', '63721', '63723', '63710', '63765']",['63711'],['63710']
63230512,[],[],[],[],[],[],[],[],"['63203', '63204', '63202', '63205', '63277']","['63207', '63278', '63209', '63215', '63212']","['63203', '63205', '63277']","['63207', '63209', '63278']"
63230513,[],[],[],[],[],[],[],[],"['63203', '63205', '63202', '63204', '63277']","['63207', '63209', '63278', '63212', '63215']",[],[]
63230514,[],[],[],[],[],[],[],[],"['63704', '63702', '63703', '63705', '63701']","['63709', '63706', '63710', '63707', '63708']",[],[]
63230515,[],[],[],[],[],[],[],[],"['63254', '63264', '63214']","['63287', '63268', '63510', '63281']",[],['63281']
63230516,[],[],[],[],[],[],[],[],"['63214', '63254', '63264']","['63287', '63555', '63268', '63560', '63281']",[],['63281']
63240501,[],[],[],[],[],[],[],[],[],[],"['', '63802']",['63835B']
63240502,[],[],[],[],[],[],[],[],[],[],"['63711', '63716', '63705', '63704']","['63721', '63723', '63725', '63710']"
63240503,[],[],[],[],[],[],[],[],[],[],"['63711', '63702', '63716', '63713', '63714', '63705', '63704', '63701']","['63721', '63774', '63723', '63772', '63710']"
63240504,[],[],[],[],[],[],[],[],[],[],"['63203', '63205', '63202', '63277']","['63278', '63209', '63215', '63207', '63212']"
63240505,[],[],[],[],[],[],[],[],[],[],"['63716', '63704', '63711', '63705']","['63721', '63774', '63723', '63772', '63710']"
63240506,[],[],[],[],[],[],[],[],[],[],"['63711', '63702', '63716', '63713', '63714', '63705', '63712', '63704', '63701']","['63706', '63721', '63723', '63725', '63708', '63710', '63707', '63709', '63727']"
63240507,[],[],[],[],[],[],[],[],[],[],['63702'],['63706']
63240508,[],[],[],[],[],[],[],[],[],[],"['63203', '63277']","['63215', '63212']"
63240509,[],[],[],[],[],[],[],[],[],[],"['63521', '63527', '63519']","['63551', '63515']"
63240510,[],[],[],[],[],[],[],[],[],[],"['63283', '63279', '63208', '63277']","['63220', '63209', '63212', '63278', '63280']"
63240511,[],[],[],[],[],[],[],[],[],[],"['63283', '63208', '63279', '63277']","['63220', '63209', '63280', '63212', '63278']"
63240512,[],[],[],[],[],[],[],[],[],[],"['63705', '63704']","['63708', '63710', '63707']"
